Time (UTC), Frequency (MHz),Level (dB/Hz)
1433497355.0, 105.5078125, -47.7921029159
1433497355.0, 105.509765625, -47.8023726712
1433497355.0, 105.51171875, -47.8139449732
1433497355.0, 105.513671875, -47.8265680419
1433497355.0, 105.515625, -47.8407109043
1433497355.0, 105.517578125, -47.856194619
1433497355.0, 105.51953125, -47.8728302987
1433497355.0, 105.521484375, -47.8906914713
1433497355.0, 105.5234375, -47.9096230556
1433497355.0, 105.525390625, -47.9297103978
1433497355.0, 105.52734375, -47.9511923755
1433497355.0, 105.529296875, -47.9739158751
1433497355.0, 105.53125, -47.9970082257
1433497355.0, 105.533203125, -48.0210604681
1433497355.0, 105.53515625, -48.0456094366
1433497355.0, 105.537109375, -48.0712520791
1433497355.0, 105.5390625, -48.0969978788
1433497355.0, 105.541015625, -48.1227068083
1433497355.0, 105.54296875, -48.1487819686
1433497355.0, 105.544921875, -48.1753948925
1433497355.0, 105.546875, -48.2024129932
1433497355.0, 105.548828125, -48.228967452
1433497355.0, 105.55078125, -48.2560300591
1433497355.0, 105.552734375, -48.282817726
1433497355.0, 105.5546875, -48.3088108812
1433497355.0, 105.556640625, -48.3352057385
1433497355.0, 105.55859375, -48.3616632597
1433497355.0, 105.560546875, -48.3875400289
1433497355.0, 105.5625, -48.4126556654
1433497355.0, 105.564453125, -48.4374652075
1433497355.0, 105.56640625, -48.46137438
1433497355.0, 105.568359375, -48.4843913603
1433497355.0, 105.5703125, -48.506656246
1433497355.0, 105.572265625, -48.5289383833
1433497355.0, 105.57421875, -48.5506286045
1433497355.0, 105.576171875, -48.5711971914
1433497355.0, 105.578125, -48.5908618427
1433497355.0, 105.580078125, -48.6101317015
1433497355.0, 105.58203125, -48.6282781155
1433497355.0, 105.583984375, -48.6450283869
1433497355.0, 105.5859375, -48.6604614184
1433497355.0, 105.587890625, -48.6748889017
1433497355.0, 105.58984375, -48.6876212495
1433497355.0, 105.591796875, -48.6992644592
1433497355.0, 105.59375, -48.710339075
1433497355.0, 105.595703125, -48.7204353958
1433497355.0, 105.59765625, -48.7297527339
1433497355.0, 105.599609375, -48.738030278
1433497355.0, 105.6015625, -48.7449907583
1433497355.0, 105.603515625, -48.7509414509
1433497355.0, 105.60546875, -48.7567530306
1433497355.0, 105.607421875, -48.7620784944
1433497355.0, 105.609375, -48.7665855957
1433497355.0, 105.611328125, -48.7699781686
1433497355.0, 105.61328125, -48.771418034
1433497355.0, 105.615234375, -48.7715544301
1433497355.0, 105.6171875, -48.7707753918
1433497355.0, 105.619140625, -48.7697128015
1433497355.0, 105.62109375, -48.7685650153
1433497355.0, 105.623046875, -48.7662269205
1433497355.0, 105.625, -48.7630091839
1433497355.0, 105.626953125, -48.7583484088
1433497355.0, 105.62890625, -48.7533345979
1433497355.0, 105.630859375, -48.7474611613
1433497355.0, 105.6328125, -48.7410443739
1433497355.0, 105.634765625, -48.7341069418
1433497355.0, 105.63671875, -48.7268853634
1433497355.0, 105.638671875, -48.7192282905
1433497355.0, 105.640625, -48.7110498323
1433497355.0, 105.642578125, -48.7028385186
1433497355.0, 105.64453125, -48.6943170246
1433497355.0, 105.646484375, -48.685498656
1433497355.0, 105.6484375, -48.6765214427
1433497355.0, 105.650390625, -48.6671667373
1433497355.0, 105.65234375, -48.6580246774
1433497355.0, 105.654296875, -48.6492569115
1433497355.0, 105.65625, -48.6401897238
1433497355.0, 105.658203125, -48.6309446282
1433497355.0, 105.66015625, -48.6215200289
1433497355.0, 105.662109375, -48.6122287157
1433497355.0, 105.6640625, -48.6030398886
1433497355.0, 105.666015625, -48.5933801112
1433497355.0, 105.66796875, -48.5838065556
1433497355.0, 105.669921875, -48.5749046688
1433497355.0, 105.671875, -48.5664932878
1433497355.0, 105.673828125, -48.5581868871
1433497355.0, 105.67578125, -48.550638499
1433497355.0, 105.677734375, -48.5429256143
1433497355.0, 105.6796875, -48.5355886717
1433497355.0, 105.681640625, -48.5284168585
1433497355.0, 105.68359375, -48.5217311489
1433497355.0, 105.685546875, -48.5150747152
1433497355.0, 105.6875, -48.5093235853
1433497355.0, 105.689453125, -48.5038897152
1433497355.0, 105.69140625, -48.4993897357
1433497355.0, 105.693359375, -48.4957134134
1433497355.0, 105.6953125, -48.4914281475
1433497355.0, 105.697265625, -48.4875269792
1433497355.0, 105.69921875, -48.4845802678
1433497355.0, 105.701171875, -48.4821521173
1433497355.0, 105.703125, -48.480522509
1433497355.0, 105.705078125, -48.4795185476
1433497355.0, 105.70703125, -48.4784366725
1433497355.0, 105.708984375, -48.4782638989
1433497355.0, 105.7109375, -48.4782523591
1433497355.0, 105.712890625, -48.4786726051
1433497355.0, 105.71484375, -48.480136857
1433497355.0, 105.716796875, -48.4821799616
1433497355.0, 105.71875, -48.4843827436
1433497355.0, 105.720703125, -48.487386926
1433497355.0, 105.72265625, -48.4908559076
1433497355.0, 105.724609375, -48.4948681138
1433497355.0, 105.7265625, -48.4991189636
1433497355.0, 105.728515625, -48.5042738673
1433497355.0, 105.73046875, -48.5101562222
1433497355.0, 105.732421875, -48.5158233358
1433497355.0, 105.734375, -48.5218753269
1433497355.0, 105.736328125, -48.5279834644
1433497355.0, 105.73828125, -48.5341816734
1433497355.0, 105.740234375, -48.5407761269
1433497355.0, 105.7421875, -48.5478829288
1433497355.0, 105.744140625, -48.5559537154
1433497355.0, 105.74609375, -48.5629174768
1433497355.0, 105.748046875, -48.5705901284
1433497355.0, 105.75, -48.5794272317
1433497355.0, 105.751953125, -48.5882661962
1433497355.0, 105.75390625, -48.5970092768
1433497355.0, 105.755859375, -48.6056350581
1433497355.0, 105.7578125, -48.6150804013
1433497355.0, 105.759765625, -48.6236227834
1433497355.0, 105.76171875, -48.6324808061
1433497355.0, 105.763671875, -48.6412275154
1433497355.0, 105.765625, -48.6493780472
1433497355.0, 105.767578125, -48.6576180278
1433497355.0, 105.76953125, -48.6654960524
1433497355.0, 105.771484375, -48.673445375
1433497355.0, 105.7734375, -48.6819095478
1433497355.0, 105.775390625, -48.6903154227
1433497355.0, 105.77734375, -48.6980054226
1433497355.0, 105.779296875, -48.7057332871
1433497355.0, 105.78125, -48.7128238821
1433497355.0, 105.783203125, -48.7200874056
1433497355.0, 105.78515625, -48.7270791459
1433497355.0, 105.787109375, -48.7341782276
1433497355.0, 105.7890625, -48.7412175048
1433497355.0, 105.791015625, -48.7483553099
1433497355.0, 105.79296875, -48.7551595894
1433497355.0, 105.794921875, -48.7619991885
1433497355.0, 105.796875, -48.7690980508
1433497355.0, 105.798828125, -48.7752862095
1433497355.0, 105.80078125, -48.7805043288
1433497355.0, 105.802734375, -48.7856343101
1433497355.0, 105.8046875, -48.7912424374
1433497355.0, 105.806640625, -48.7958271947
1433497355.0, 105.80859375, -48.8012169671
1433497355.0, 105.810546875, -48.8061173418
1433497355.0, 105.8125, -48.8108499621
1433497355.0, 105.814453125, -48.815232615
1433497355.0, 105.81640625, -48.818764801
1433497355.0, 105.818359375, -48.8218817528
1433497355.0, 105.8203125, -48.8252461434
1433497355.0, 105.822265625, -48.8283237279
1433497355.0, 105.82421875, -48.8312817148
1433497355.0, 105.826171875, -48.834615169
1433497355.0, 105.828125, -48.8374439819
1433497355.0, 105.830078125, -48.8401406587
1433497355.0, 105.83203125, -48.8423918329
1433497355.0, 105.833984375, -48.8441809768
1433497355.0, 105.8359375, -48.8458284591
1433497355.0, 105.837890625, -48.84750238
1433497355.0, 105.83984375, -48.8492612918
1433497355.0, 105.841796875, -48.8503992835
1433497355.0, 105.84375, -48.8522675185
1433497355.0, 105.845703125, -48.8541289245
1433497355.0, 105.84765625, -48.8559564635
1433497355.0, 105.849609375, -48.8571136539
1433497355.0, 105.8515625, -48.8584492726
1433497355.0, 105.853515625, -48.8593285449
1433497355.0, 105.85546875, -48.8605587063
1433497355.0, 105.857421875, -48.8615293409
1433497355.0, 105.859375, -48.8623545196
1433497355.0, 105.861328125, -48.8625260486
1433497355.0, 105.86328125, -48.86213199
1433497355.0, 105.865234375, -48.8617556501
1433497355.0, 105.8671875, -48.8618998402
1433497355.0, 105.869140625, -48.8618009475
1433497355.0, 105.87109375, -48.8616941515
1433497355.0, 105.873046875, -48.8606898456
1433497355.0, 105.875, -48.8605600094
1433497355.0, 105.876953125, -48.860738037
1433497355.0, 105.87890625, -48.8602487054
1433497355.0, 105.880859375, -48.8597133736
1433497355.0, 105.8828125, -48.8591920765
1433497355.0, 105.884765625, -48.8587054945
1433497355.0, 105.88671875, -48.8582982688
1433497355.0, 105.888671875, -48.8573390871
1433497355.0, 105.890625, -48.8560704787
1433497355.0, 105.892578125, -48.8547554912
1433497355.0, 105.89453125, -48.8537756602
1433497355.0, 105.896484375, -48.8533556781
1433497355.0, 105.8984375, -48.8525934497
1433497355.0, 105.900390625, -48.8515695694
1433497355.0, 105.90234375, -48.8502313259
1433497355.0, 105.904296875, -48.8496463069
1433497355.0, 105.90625, -48.848932865
1433497355.0, 105.908203125, -48.848246722
1433497355.0, 105.91015625, -48.8475309962
1433497355.0, 105.912109375, -48.8467729097
1433497355.0, 105.9140625, -48.8464254059
1433497355.0, 105.916015625, -48.8458004528
1433497355.0, 105.91796875, -48.8449575321
1433497355.0, 105.919921875, -48.8446354872
1433497355.0, 105.921875, -48.8444634579
1433497355.0, 105.923828125, -48.8440963386
1433497355.0, 105.92578125, -48.8440849605
1433497355.0, 105.927734375, -48.8442350137
1433497355.0, 105.9296875, -48.8439973615
1433497355.0, 105.931640625, -48.8442102373
1433497355.0, 105.93359375, -48.8447424745
1433497355.0, 105.935546875, -48.845623548
1433497355.0, 105.9375, -48.8460520754
1433497355.0, 105.939453125, -48.8468325968
1433497355.0, 105.94140625, -48.8484685392
1433497355.0, 105.943359375, -48.8501011502
1433497355.0, 105.9453125, -48.8513432459
1433497355.0, 105.947265625, -48.8531763838
1433497355.0, 105.94921875, -48.8554726496
1433497355.0, 105.951171875, -48.8577009989
1433497355.0, 105.953125, -48.85978346
1433497355.0, 105.955078125, -48.8625642941
1433497355.0, 105.95703125, -48.8655581531
1433497355.0, 105.958984375, -48.8687495999
1433497355.0, 105.9609375, -48.8713641247
1433497355.0, 105.962890625, -48.8738805249
1433497355.0, 105.96484375, -48.8767144582
1433497355.0, 105.966796875, -48.8795075617
1433497355.0, 105.96875, -48.8832089059
1433497355.0, 105.970703125, -48.8872488944
1433497355.0, 105.97265625, -48.891706113
1433497355.0, 105.974609375, -48.8966100808
1433497355.0, 105.9765625, -48.9013085685
1433497355.0, 105.978515625, -48.9057339792
1433497355.0, 105.98046875, -48.9109110779
1433497355.0, 105.982421875, -48.915084644
1433497355.0, 105.984375, -48.9199752477
1433497355.0, 105.986328125, -48.9253572133
1433497355.0, 105.98828125, -48.9310919926
1433497355.0, 105.990234375, -48.9367557894
1433497355.0, 105.9921875, -48.9418183236
1433497355.0, 105.994140625, -48.9466127036
1433497355.0, 105.99609375, -48.9512516664
1433497355.0, 105.998046875, -48.9565834528
1433497355.0, 106.0, -48.961952985
1433497355.0, 106.001953125, -48.9678912844
1433497355.0, 106.00390625, -48.9734502901
1433497355.0, 106.005859375, -48.978371036
1433497355.0, 106.0078125, -48.9845296621
1433497355.0, 106.009765625, -48.990233221
1433497355.0, 106.01171875, -48.9961026322
1433497355.0, 106.013671875, -49.0012145372
1433497355.0, 106.015625, -49.007069232
1433497355.0, 106.017578125, -49.0121494621
1433497355.0, 106.01953125, -49.0174983219
1433497355.0, 106.021484375, -49.0214165665
1433497355.0, 106.0234375, -49.0254568145
1433497355.0, 106.025390625, -49.0300916776
1433497355.0, 106.02734375, -49.0346592292
1433497355.0, 106.029296875, -49.0389569049
1433497355.0, 106.03125, -49.0436904921
1433497355.0, 106.033203125, -49.0483623023
1433497355.0, 106.03515625, -49.0526046254
1433497355.0, 106.037109375, -49.0567650109
1433497355.0, 106.0390625, -49.0604357748
1433497355.0, 106.041015625, -49.0639499917
1433497355.0, 106.04296875, -49.0676682705
1433497355.0, 106.044921875, -49.0722661001
1433497355.0, 106.046875, -49.0760870921
1433497355.0, 106.048828125, -49.0795347527
1433497355.0, 106.05078125, -49.0831689173
1433497355.0, 106.052734375, -49.0861605824
1433497355.0, 106.0546875, -49.0889020211
1433497355.0, 106.056640625, -49.090996619
1433497355.0, 106.05859375, -49.0934364242
1433497355.0, 106.060546875, -49.0961875603
1433497355.0, 106.0625, -49.0988498479
1433497355.0, 106.064453125, -49.1003557049
1433497355.0, 106.06640625, -49.1019956441
1433497355.0, 106.068359375, -49.1039195571
1433497355.0, 106.0703125, -49.1059697802
1433497355.0, 106.072265625, -49.1085585596
1433497355.0, 106.07421875, -49.1112496027
1433497355.0, 106.076171875, -49.1138595362
1433497355.0, 106.078125, -49.116131764
1433497355.0, 106.080078125, -49.1178440304
1433497355.0, 106.08203125, -49.1199163064
1433497355.0, 106.083984375, -49.1216352518
1433497355.0, 106.0859375, -49.1230585924
1433497355.0, 106.087890625, -49.124953536
1433497355.0, 106.08984375, -49.126878686
1433497355.0, 106.091796875, -49.1289439965
1433497355.0, 106.09375, -49.1306849429
1433497355.0, 106.095703125, -49.1325877383
1433497355.0, 106.09765625, -49.1350931244
1433497355.0, 106.099609375, -49.1381756993
1433497355.0, 106.1015625, -49.140688481
1433497355.0, 106.103515625, -49.1432974803
1433497355.0, 106.10546875, -49.1454284607
1433497355.0, 106.107421875, -49.147365568
1433497355.0, 106.109375, -49.1498186965
1433497355.0, 106.111328125, -49.1524185522
1433497355.0, 106.11328125, -49.1549545032
1433497355.0, 106.115234375, -49.1579606831
1433497355.0, 106.1171875, -49.1608941155
1433497355.0, 106.119140625, -49.1639415926
1433497355.0, 106.12109375, -49.1665428722
1433497355.0, 106.123046875, -49.1687969769
1433497355.0, 106.125, -49.1716568487
1433497355.0, 106.126953125, -49.1750965898
1433497355.0, 106.12890625, -49.1782511441
1433497355.0, 106.130859375, -49.1814118478
1433497355.0, 106.1328125, -49.1844356526
1433497355.0, 106.134765625, -49.1871712124
1433497355.0, 106.13671875, -49.1898576031
1433497355.0, 106.138671875, -49.1930754845
1433497355.0, 106.140625, -49.1967666813
1433497355.0, 106.142578125, -49.1999022403
1433497355.0, 106.14453125, -49.2029864525
1433497355.0, 106.146484375, -49.2068922845
1433497355.0, 106.1484375, -49.2101419543
1433497355.0, 106.150390625, -49.2126146533
1433497355.0, 106.15234375, -49.2147930793
1433497355.0, 106.154296875, -49.2179447045
1433497355.0, 106.15625, -49.2210166358
1433497355.0, 106.158203125, -49.2236431642
1433497355.0, 106.16015625, -49.2267261593
1433497355.0, 106.162109375, -49.2294367531
1433497355.0, 106.1640625, -49.2318877729
1433497355.0, 106.166015625, -49.2341727247
1433497355.0, 106.16796875, -49.2365543069
1433497355.0, 106.169921875, -49.2392239164
1433497355.0, 106.171875, -49.2414647761
1433497355.0, 106.173828125, -49.2433982979
1433497355.0, 106.17578125, -49.2454707817
1433497355.0, 106.177734375, -49.2475809211
1433497355.0, 106.1796875, -49.2487463893
1433497355.0, 106.181640625, -49.2498327015
1433497355.0, 106.18359375, -49.2507376258
1433497355.0, 106.185546875, -49.2515880592
1433497355.0, 106.1875, -49.2534219394
1433497355.0, 106.189453125, -49.2542465198
1433497355.0, 106.19140625, -49.2551113146
1433497355.0, 106.193359375, -49.2555162223
1433497355.0, 106.1953125, -49.2561173969
1433497355.0, 106.197265625, -49.256206561
1433497355.0, 106.19921875, -49.256259494
1433497355.0, 106.201171875, -49.2565872612
1433497355.0, 106.203125, -49.2570726644
1433497355.0, 106.205078125, -49.2573700372
1433497355.0, 106.20703125, -49.2577951658
1433497355.0, 106.208984375, -49.2573409376
1433497355.0, 106.2109375, -49.2566621138
1433497355.0, 106.212890625, -49.2556860615
1433497355.0, 106.21484375, -49.255152262
1433497355.0, 106.216796875, -49.2539021221
1433497355.0, 106.21875, -49.2527495824
1433497355.0, 106.220703125, -49.2516835225
1433497355.0, 106.22265625, -49.2502117769
1433497355.0, 106.224609375, -49.2491036679
1433497355.0, 106.2265625, -49.2481644641
1433497355.0, 106.228515625, -49.2473127582
1433497355.0, 106.23046875, -49.2473380392
1433497355.0, 106.232421875, -49.2467323361
1433497355.0, 106.234375, -49.2453036859
1433497355.0, 106.236328125, -49.2440927566
1433497355.0, 106.23828125, -49.2428732804
1433497355.0, 106.240234375, -49.2414473545
1433497355.0, 106.2421875, -49.2403288004
1433497355.0, 106.244140625, -49.2396023628
1433497355.0, 106.24609375, -49.2386728111
1433497355.0, 106.248046875, -49.2376933105
1433497355.0, 106.25, -49.236800734
1433497355.0, 106.251953125, -49.2360614405
1433497355.0, 106.25390625, -49.2345217994
1433497355.0, 106.255859375, -49.2332045496
1433497355.0, 106.2578125, -49.2322666228
1433497355.0, 106.259765625, -49.2317485928
1433497355.0, 106.26171875, -49.2311464961
1433497355.0, 106.263671875, -49.2300951899
1433497355.0, 106.265625, -49.2297378253
1433497355.0, 106.267578125, -49.2296003084
1433497355.0, 106.26953125, -49.2287980492
1433497355.0, 106.271484375, -49.2282808641
1433497355.0, 106.2734375, -49.2283444819
1433497355.0, 106.275390625, -49.228041492
1433497355.0, 106.27734375, -49.2278927181
1433497355.0, 106.279296875, -49.2283116425
1433497355.0, 106.28125, -49.2286262132
1433497355.0, 106.283203125, -49.2290852268
1433497355.0, 106.28515625, -49.2290185217
1433497355.0, 106.287109375, -49.229174841
1433497355.0, 106.2890625, -49.2295904588
1433497355.0, 106.291015625, -49.2301128941
1433497355.0, 106.29296875, -49.2312995337
1433497355.0, 106.294921875, -49.2322526502
1433497355.0, 106.296875, -49.2330874821
1433497355.0, 106.298828125, -49.2338464207
1433497355.0, 106.30078125, -49.234837402
1433497355.0, 106.302734375, -49.2359362055
1433497355.0, 106.3046875, -49.2371794848
1433497355.0, 106.306640625, -49.2385377956
1433497355.0, 106.30859375, -49.2400700647
1433497355.0, 106.310546875, -49.2419061348
1433497355.0, 106.3125, -49.2436626214
1433497355.0, 106.314453125, -49.2450517984
1433497355.0, 106.31640625, -49.2466964575
1433497355.0, 106.318359375, -49.2488162101
1433497355.0, 106.3203125, -49.2505252905
1433497355.0, 106.322265625, -49.2526366051
1433497355.0, 106.32421875, -49.2540253926
1433497355.0, 106.326171875, -49.2557339727
1433497355.0, 106.328125, -49.2571336008
1433497355.0, 106.330078125, -49.2587126499
1433497355.0, 106.33203125, -49.2607440449
1433497355.0, 106.333984375, -49.2628420027
1433497355.0, 106.3359375, -49.2647788253
1433497355.0, 106.337890625, -49.2666743429
1433497355.0, 106.33984375, -49.2688159853
1433497355.0, 106.341796875, -49.2713421833
1433497355.0, 106.34375, -49.273706911
1433497355.0, 106.345703125, -49.2757576482
1433497355.0, 106.34765625, -49.2778426673
1433497355.0, 106.349609375, -49.2795454085
1433497355.0, 106.3515625, -49.281852698
1433497355.0, 106.353515625, -49.2837296798
1433497355.0, 106.35546875, -49.2853055865
1433497355.0, 106.357421875, -49.2871203923
1433497355.0, 106.359375, -49.2888220478
1433497355.0, 106.361328125, -49.2912459179
1433497355.0, 106.36328125, -49.2932231014
1433497355.0, 106.365234375, -49.2945901316
1433497355.0, 106.3671875, -49.2962506365
1433497355.0, 106.369140625, -49.2971047608
1433497355.0, 106.37109375, -49.2979104238
1433497355.0, 106.373046875, -49.2991758424
1433497355.0, 106.375, -49.299679702
1433497355.0, 106.376953125, -49.2999972331
1433497355.0, 106.37890625, -49.3003814454
1433497355.0, 106.380859375, -49.3006292462
1433497355.0, 106.3828125, -49.3010441081
1433497355.0, 106.384765625, -49.3013231506
1433497355.0, 106.38671875, -49.3011607628
1433497355.0, 106.388671875, -49.3008594776
1433497355.0, 106.390625, -49.3004974473
1433497355.0, 106.392578125, -49.3002360133
1433497355.0, 106.39453125, -49.2996176334
1433497355.0, 106.396484375, -49.2983724857
1433497355.0, 106.3984375, -49.2966767617
1433497355.0, 106.400390625, -49.2952176024
1433497355.0, 106.40234375, -49.2934443086
1433497355.0, 106.404296875, -49.2911111419
1433497355.0, 106.40625, -49.288881778
1433497355.0, 106.408203125, -49.2860500435
1433497355.0, 106.41015625, -49.2834125149
1433497355.0, 106.412109375, -49.2811866228
1433497355.0, 106.4140625, -49.2785680308
1433497355.0, 106.416015625, -49.2752295851
1433497355.0, 106.41796875, -49.2725717982
1433497355.0, 106.419921875, -49.2693441572
1433497355.0, 106.421875, -49.2664489622
1433497355.0, 106.423828125, -49.2628142888
1433497355.0, 106.42578125, -49.2586754572
1433497355.0, 106.427734375, -49.2547575053
1433497355.0, 106.4296875, -49.2502738829
1433497355.0, 106.431640625, -49.2461373095
1433497355.0, 106.43359375, -49.2419378202
1433497355.0, 106.435546875, -49.2373090946
1433497355.0, 106.4375, -49.2321197161
1433497355.0, 106.439453125, -49.2266788025
1433497355.0, 106.44140625, -49.2218708889
1433497355.0, 106.443359375, -49.2172892646
1433497355.0, 106.4453125, -49.2128716793
1433497355.0, 106.447265625, -49.2080779484
1433497355.0, 106.44921875, -49.2031544052
1433497355.0, 106.451171875, -49.1986417296
1433497355.0, 106.453125, -49.1943924187
1433497355.0, 106.455078125, -49.1892425206
1433497355.0, 106.45703125, -49.1843504859
1433497355.0, 106.458984375, -49.1796398806
1433497355.0, 106.4609375, -49.1749736043
1433497355.0, 106.462890625, -49.1705291133
1433497355.0, 106.46484375, -49.1662306635
1433497355.0, 106.466796875, -49.161971727
1433497355.0, 106.46875, -49.1575147263
1433497355.0, 106.470703125, -49.1534552796
1433497355.0, 106.47265625, -49.14998051
1433497355.0, 106.474609375, -49.1463269968
1433497355.0, 106.4765625, -49.1429007005
1433497355.0, 106.478515625, -49.1401092002
1433497355.0, 106.48046875, -49.1373915324
1433497355.0, 106.482421875, -49.1348148175
1433497355.0, 106.484375, -49.132989258
1433497355.0, 106.486328125, -49.1310280357
1433497355.0, 106.48828125, -49.1288723602
1433497355.0, 106.490234375, -49.1268487358
1433497355.0, 106.4921875, -49.1249074228
1433497355.0, 106.494140625, -49.1238760358
1433497355.0, 106.49609375, -49.1227532562
1433497355.0, 106.498046875, -49.1222946749
1433497355.0, 106.5, -49.1222138354
1433497355.0, 106.501953125, -49.1219474491
1433497355.0, 106.50390625, -49.1222140904
1433497355.0, 106.505859375, -49.1227126386
1433497355.0, 106.5078125, -49.1237893972
1433497355.0, 106.509765625, -49.1253310655
1433497355.0, 106.51171875, -49.1271136329
1433497355.0, 106.513671875, -49.1288412654
1433497355.0, 106.515625, -49.1304000101
1433497355.0, 106.517578125, -49.1326486771
1433497355.0, 106.51953125, -49.1351508263
1433497355.0, 106.521484375, -49.1371669907
1433497355.0, 106.5234375, -49.1395217236
1433497355.0, 106.525390625, -49.1431605479
1433497355.0, 106.52734375, -49.1464792201
1433497355.0, 106.529296875, -49.1497486863
1433497355.0, 106.53125, -49.1533484343
1433497355.0, 106.533203125, -49.1578272021
1433497355.0, 106.53515625, -49.1619729629
1433497355.0, 106.537109375, -49.1664160618
1433497355.0, 106.5390625, -49.171119341
1433497355.0, 106.541015625, -49.1761510586
1433497355.0, 106.54296875, -49.1809849073
1433497355.0, 106.544921875, -49.1854915474
1433497355.0, 106.546875, -49.1905189612
1433497355.0, 106.548828125, -49.1954733302
1433497355.0, 106.55078125, -49.2003558962
1433497355.0, 106.552734375, -49.2052418241
1433497355.0, 106.5546875, -49.2104270088
1433497355.0, 106.556640625, -49.2150784354
1433497355.0, 106.55859375, -49.2191634348
1433497355.0, 106.560546875, -49.22278637
1433497355.0, 106.5625, -49.2266582792
1433497355.0, 106.564453125, -49.2305396722
1433497355.0, 106.56640625, -49.2338649344
1433497355.0, 106.568359375, -49.2369422832
1433497355.0, 106.5703125, -49.2388160499
1433497355.0, 106.572265625, -49.2404547235
1433497355.0, 106.57421875, -49.242854546
1433497355.0, 106.576171875, -49.2439158869
1433497355.0, 106.578125, -49.2444956301
1433497355.0, 106.580078125, -49.2453526831
1433497355.0, 106.58203125, -49.2457353885
1433497355.0, 106.583984375, -49.2459764729
1433497355.0, 106.5859375, -49.245803294
1433497355.0, 106.587890625, -49.2441575457
1433497355.0, 106.58984375, -49.2428409408
1433497355.0, 106.591796875, -49.2404804863
1433497355.0, 106.59375, -49.2369315047
1433497355.0, 106.595703125, -49.2326480694
1433497355.0, 106.59765625, -49.2281636031
1433497355.0, 106.599609375, -49.2224195965
1433497355.0, 106.6015625, -49.2155075173
1433497355.0, 106.603515625, -49.2082940408
1433497355.0, 106.60546875, -49.200566917
1433497355.0, 106.607421875, -49.1926192499
1433497355.0, 106.609375, -49.1838156973
1433497355.0, 106.611328125, -49.1744736202
1433497355.0, 106.61328125, -49.164236273
1433497355.0, 106.615234375, -49.1530149713
1433497355.0, 106.6171875, -49.141639984
1433497355.0, 106.619140625, -49.1292024306
1433497355.0, 106.62109375, -49.1154338511
1433497355.0, 106.623046875, -49.1019177261
1433497355.0, 106.625, -49.0879231743
1433497355.0, 106.626953125, -49.072558653
1433497355.0, 106.62890625, -49.056224792
1433497355.0, 106.630859375, -49.0396726384
1433497355.0, 106.6328125, -49.0233199575
1433497355.0, 106.634765625, -49.0064220083
1433497355.0, 106.63671875, -48.9895314876
1433497355.0, 106.638671875, -48.9725665502
1433497355.0, 106.640625, -48.9550191378
1433497355.0, 106.642578125, -48.9367055185
1433497355.0, 106.64453125, -48.9188333812
1433497355.0, 106.646484375, -48.901168689
1433497355.0, 106.6484375, -48.8838287725
1433497355.0, 106.650390625, -48.8664196992
1433497355.0, 106.65234375, -48.8484354675
1433497355.0, 106.654296875, -48.8301380073
1433497355.0, 106.65625, -48.8124704341
1433497355.0, 106.658203125, -48.7961506926
1433497355.0, 106.66015625, -48.7792875885
1433497355.0, 106.662109375, -48.7622209308
1433497355.0, 106.6640625, -48.7464590705
1433497355.0, 106.666015625, -48.7309358451
1433497355.0, 106.66796875, -48.7164029757
1433497355.0, 106.669921875, -48.7017038292
1433497355.0, 106.671875, -48.6881235874
1433497355.0, 106.673828125, -48.6762136263
1433497355.0, 106.67578125, -48.6650374336
1433497355.0, 106.677734375, -48.6542330395
1433497355.0, 106.6796875, -48.643904251
1433497355.0, 106.681640625, -48.6350684436
1433497355.0, 106.68359375, -48.627263793
1433497355.0, 106.685546875, -48.6205064737
1433497355.0, 106.6875, -48.6146174234
1433497355.0, 106.689453125, -48.6098504754
1433497355.0, 106.69140625, -48.6066967466
1433497355.0, 106.693359375, -48.6044208896
1433497355.0, 106.6953125, -48.6030910319
1433497355.0, 106.697265625, -48.6032551977
1433497355.0, 106.69921875, -48.6052931966
1433497355.0, 106.701171875, -48.6079517881
1433497355.0, 106.703125, -48.6117842494
1433497355.0, 106.705078125, -48.6173390459
1433497355.0, 106.70703125, -48.6240078522
1433497355.0, 106.708984375, -48.6319545527
1433497355.0, 106.7109375, -48.6412447486
1433497355.0, 106.712890625, -48.6512542449
1433497355.0, 106.71484375, -48.6630566529
1433497355.0, 106.716796875, -48.6759781828
1433497355.0, 106.71875, -48.6902205585
1433497355.0, 106.720703125, -48.704758573
1433497355.0, 106.72265625, -48.7206763612
1433497355.0, 106.724609375, -48.7378507274
1433497355.0, 106.7265625, -48.7550873889
1433497355.0, 106.728515625, -48.7738737264
1433497355.0, 106.73046875, -48.7941881617
1433497355.0, 106.732421875, -48.8151948144
1433497355.0, 106.734375, -48.8360913928
1433497355.0, 106.736328125, -48.8581404674
1433497355.0, 106.73828125, -48.8812045162
1433497355.0, 106.740234375, -48.9048031278
1433497355.0, 106.7421875, -48.9283225452
1433497355.0, 106.744140625, -48.9523210443
1433497355.0, 106.74609375, -48.9771520733
1433497355.0, 106.748046875, -49.0025811314
1433497355.0, 106.75, -49.0280246992
1433497355.0, 106.751953125, -49.053575478
1433497355.0, 106.75390625, -49.0794082622
1433497355.0, 106.755859375, -49.1050537501
1433497355.0, 106.7578125, -49.1306340935
1433497355.0, 106.759765625, -49.1560024146
