Time (UTC), Frequency (MHz),Level (dB/Hz)
1433497355.0, 90.595703125, -48.3494684687
1433497355.0, 90.59765625, -48.4402094937
1433497355.0, 90.599609375, -48.5256272732
1433497355.0, 90.6015625, -48.6058047458
1433497355.0, 90.603515625, -48.6807762499
1433497355.0, 90.60546875, -48.7512788115
1433497355.0, 90.607421875, -48.8180260763
1433497355.0, 90.609375, -48.878972741
1433497355.0, 90.611328125, -48.9338956498
1433497355.0, 90.61328125, -48.9823995077
1433497355.0, 90.615234375, -49.0232696212
1433497355.0, 90.6171875, -49.0575597569
1433497355.0, 90.619140625, -49.0886314552
1433497355.0, 90.62109375, -49.1177126658
1433497355.0, 90.623046875, -49.1439198625
1433497355.0, 90.625, -49.1676081042
1433497355.0, 90.626953125, -49.1896225041
1433497355.0, 90.62890625, -49.2080769898
1433497355.0, 90.630859375, -49.2227597887
1433497355.0, 90.6328125, -49.2351768996
1433497355.0, 90.634765625, -49.2461149553
1433497355.0, 90.63671875, -49.2566666522
1433497355.0, 90.638671875, -49.2637474758
1433497355.0, 90.640625, -49.2693073929
1433497355.0, 90.642578125, -49.2688788823
1433497355.0, 90.64453125, -49.2658253748
1433497355.0, 90.646484375, -49.2627873487
1433497355.0, 90.6484375, -49.2558510186
1433497355.0, 90.650390625, -49.2488095381
1433497355.0, 90.65234375, -49.2416929628
1433497355.0, 90.654296875, -49.2336484778
1433497355.0, 90.65625, -49.224850212
1433497355.0, 90.658203125, -49.2142254693
1433497355.0, 90.66015625, -49.2024985041
1433497355.0, 90.662109375, -49.1904038373
1433497355.0, 90.6640625, -49.1775700481
1433497355.0, 90.666015625, -49.1646953729
1433497355.0, 90.66796875, -49.1505366958
1433497355.0, 90.669921875, -49.1349691078
1433497355.0, 90.671875, -49.119057896
1433497355.0, 90.673828125, -49.102045885
1433497355.0, 90.67578125, -49.0825319252
1433497355.0, 90.677734375, -49.0615514411
1433497355.0, 90.6796875, -49.0389740518
1433497355.0, 90.681640625, -49.0165612041
1433497355.0, 90.68359375, -48.9928054585
1433497355.0, 90.685546875, -48.9681882607
1433497355.0, 90.6875, -48.9430888772
1433497355.0, 90.689453125, -48.9177145318
1433497355.0, 90.69140625, -48.8918279523
1433497355.0, 90.693359375, -48.8660772886
1433497355.0, 90.6953125, -48.8404898513
1433497355.0, 90.697265625, -48.8149856237
1433497355.0, 90.69921875, -48.7898302948
1433497355.0, 90.701171875, -48.7645775726
1433497355.0, 90.703125, -48.7398616578
1433497355.0, 90.705078125, -48.7159504502
1433497355.0, 90.70703125, -48.6922100625
1433497355.0, 90.708984375, -48.6696705104
1433497355.0, 90.7109375, -48.6481072435
1433497355.0, 90.712890625, -48.6273698467
1433497355.0, 90.71484375, -48.6067693711
1433497355.0, 90.716796875, -48.5871296038
1433497355.0, 90.71875, -48.5687224446
1433497355.0, 90.720703125, -48.5511968656
1433497355.0, 90.72265625, -48.5347538865
1433497355.0, 90.724609375, -48.5202318877
1433497355.0, 90.7265625, -48.5067084148
1433497355.0, 90.728515625, -48.4943004219
1433497355.0, 90.73046875, -48.4828996072
1433497355.0, 90.732421875, -48.472890293
1433497355.0, 90.734375, -48.4649091203
1433497355.0, 90.736328125, -48.4580155407
1433497355.0, 90.73828125, -48.4524218023
1433497355.0, 90.740234375, -48.448479082
1433497355.0, 90.7421875, -48.4466752711
1433497355.0, 90.744140625, -48.4461880518
1433497355.0, 90.74609375, -48.4472287472
1433497355.0, 90.748046875, -48.4491256308
1433497355.0, 90.75, -48.4519247457
1433497355.0, 90.751953125, -48.4561314851
1433497355.0, 90.75390625, -48.4626178416
1433497355.0, 90.755859375, -48.4708992717
1433497355.0, 90.7578125, -48.4805262943
1433497355.0, 90.759765625, -48.4913999625
1433497355.0, 90.76171875, -48.5033188782
1433497355.0, 90.763671875, -48.5164622341
1433497355.0, 90.765625, -48.5311654251
1433497355.0, 90.767578125, -48.546078886
1433497355.0, 90.76953125, -48.5623338129
1433497355.0, 90.771484375, -48.5796609682
1433497355.0, 90.7734375, -48.5980278865
1433497355.0, 90.775390625, -48.617912804
1433497355.0, 90.77734375, -48.6383667216
1433497355.0, 90.779296875, -48.6609614741
1433497355.0, 90.78125, -48.6853471827
1433497355.0, 90.783203125, -48.7081011308
1433497355.0, 90.78515625, -48.7313943598
1433497355.0, 90.787109375, -48.7553947334
1433497355.0, 90.7890625, -48.7798096182
1433497355.0, 90.791015625, -48.8042246333
1433497355.0, 90.79296875, -48.8284554222
1433497355.0, 90.794921875, -48.8525546588
1433497355.0, 90.796875, -48.8775467794
1433497355.0, 90.798828125, -48.902986214
1433497355.0, 90.80078125, -48.9278576073
1433497355.0, 90.802734375, -48.9520474543
1433497355.0, 90.8046875, -48.9765597661
1433497355.0, 90.806640625, -49.0012233845
1433497355.0, 90.80859375, -49.0249845098
1433497355.0, 90.810546875, -49.0475685098
1433497355.0, 90.8125, -49.0701325656
1433497355.0, 90.814453125, -49.0915070423
1433497355.0, 90.81640625, -49.1122264767
1433497355.0, 90.818359375, -49.1324406092
1433497355.0, 90.8203125, -49.1520637606
1433497355.0, 90.822265625, -49.1707349704
1433497355.0, 90.82421875, -49.18936817
1433497355.0, 90.826171875, -49.2065206544
1433497355.0, 90.828125, -49.2227728455
1433497355.0, 90.830078125, -49.2373344848
1433497355.0, 90.83203125, -49.2517767303
1433497355.0, 90.833984375, -49.2649797992
1433497355.0, 90.8359375, -49.276552316
1433497355.0, 90.837890625, -49.2879055585
1433497355.0, 90.83984375, -49.2994590793
1433497355.0, 90.841796875, -49.3100876757
1433497355.0, 90.84375, -49.3204746861
1433497355.0, 90.845703125, -49.3293201141
1433497355.0, 90.84765625, -49.3381366575
1433497355.0, 90.849609375, -49.3444717972
1433497355.0, 90.8515625, -49.3534426525
1433497355.0, 90.853515625, -49.3616395938
1433497355.0, 90.85546875, -49.3669992425
1433497355.0, 90.857421875, -49.3747896069
1433497355.0, 90.859375, -49.3809185254
1433497355.0, 90.861328125, -49.3854383763
1433497355.0, 90.86328125, -49.3888952827
1433497355.0, 90.865234375, -49.3908528366
1433497355.0, 90.8671875, -49.3932558328
1433497355.0, 90.869140625, -49.3952086535
1433497355.0, 90.87109375, -49.395659983
1433497355.0, 90.873046875, -49.3957862372
1433497355.0, 90.875, -49.3956408877
1433497355.0, 90.876953125, -49.395862874
1433497355.0, 90.87890625, -49.3962024109
1433497355.0, 90.880859375, -49.39561503
1433497355.0, 90.8828125, -49.3950182425
1433497355.0, 90.884765625, -49.3950916242
1433497355.0, 90.88671875, -49.3947968603
1433497355.0, 90.888671875, -49.3947712927
1433497355.0, 90.890625, -49.3941360188
1433497355.0, 90.892578125, -49.3939843669
1433497355.0, 90.89453125, -49.3933707567
1433497355.0, 90.896484375, -49.3929346267
1433497355.0, 90.8984375, -49.3928726932
1433497355.0, 90.900390625, -49.3930064558
1433497355.0, 90.90234375, -49.3929037582
1433497355.0, 90.904296875, -49.3929190119
1433497355.0, 90.90625, -49.3928878064
1433497355.0, 90.908203125, -49.3925296003
1433497355.0, 90.91015625, -49.3923873015
1433497355.0, 90.912109375, -49.3924104709
1433497355.0, 90.9140625, -49.3918225464
1433497355.0, 90.916015625, -49.39113481
1433497355.0, 90.91796875, -49.3896818837
1433497355.0, 90.919921875, -49.388336416
1433497355.0, 90.921875, -49.3876628535
1433497355.0, 90.923828125, -49.3874128486
1433497355.0, 90.92578125, -49.3860926758
1433497355.0, 90.927734375, -49.3845675108
1433497355.0, 90.9296875, -49.383681236
1433497355.0, 90.931640625, -49.3824451999
1433497355.0, 90.93359375, -49.3807308251
1433497355.0, 90.935546875, -49.3795267678
1433497355.0, 90.9375, -49.3786394707
1433497355.0, 90.939453125, -49.3777461663
1433497355.0, 90.94140625, -49.3769113622
1433497355.0, 90.943359375, -49.3752055659
1433497355.0, 90.9453125, -49.3739174668
1433497355.0, 90.947265625, -49.3728085358
1433497355.0, 90.94921875, -49.3708980474
1433497355.0, 90.951171875, -49.3687748381
1433497355.0, 90.953125, -49.3667992533
1433497355.0, 90.955078125, -49.3647934552
1433497355.0, 90.95703125, -49.3634270024
1433497355.0, 90.958984375, -49.3620326027
1433497355.0, 90.9609375, -49.3604629609
1433497355.0, 90.962890625, -49.3589878345
1433497355.0, 90.96484375, -49.357408863
1433497355.0, 90.966796875, -49.3557451355
1433497355.0, 90.96875, -49.3540391827
1433497355.0, 90.970703125, -49.3523095817
1433497355.0, 90.97265625, -49.3503756967
1433497355.0, 90.974609375, -49.3488469884
1433497355.0, 90.9765625, -49.347705608
1433497355.0, 90.978515625, -49.3462998586
1433497355.0, 90.98046875, -49.3453579336
1433497355.0, 90.982421875, -49.3444502494
1433497355.0, 90.984375, -49.3430152481
1433497355.0, 90.986328125, -49.3414921094
1433497355.0, 90.98828125, -49.3404145647
1433497355.0, 90.990234375, -49.3392782335
1433497355.0, 90.9921875, -49.3389068566
1433497355.0, 90.994140625, -49.3381259584
1433497355.0, 90.99609375, -49.3378333312
1433497355.0, 90.998046875, -49.3372520914
1433497355.0, 91.0, -49.3371960964
1433497355.0, 91.001953125, -49.3370525953
1433497355.0, 91.00390625, -49.3371846219
1433497355.0, 91.005859375, -49.3369240457
1433497355.0, 91.0078125, -49.3363385414
1433497355.0, 91.009765625, -49.3365430347
1433497355.0, 91.01171875, -49.3368200111
1433497355.0, 91.013671875, -49.3367800194
1433497355.0, 91.015625, -49.3367270136
1433497355.0, 91.017578125, -49.3371999386
1433497355.0, 91.01953125, -49.338882884
1433497355.0, 91.021484375, -49.3400227427
1433497355.0, 91.0234375, -49.3411365099
1433497355.0, 91.025390625, -49.3423478281
1433497355.0, 91.02734375, -49.3435253909
1433497355.0, 91.029296875, -49.3448024194
1433497355.0, 91.03125, -49.3457558971
1433497355.0, 91.033203125, -49.3468781358
1433497355.0, 91.03515625, -49.3482713369
1433497355.0, 91.037109375, -49.350013525
1433497355.0, 91.0390625, -49.352759372
1433497355.0, 91.041015625, -49.3547367369
1433497355.0, 91.04296875, -49.3562613588
1433497355.0, 91.044921875, -49.3581148488
1433497355.0, 91.046875, -49.3608502455
1433497355.0, 91.048828125, -49.3636982942
1433497355.0, 91.05078125, -49.3660566076
1433497355.0, 91.052734375, -49.3676870986
1433497355.0, 91.0546875, -49.3696227669
1433497355.0, 91.056640625, -49.3714866241
1433497355.0, 91.05859375, -49.3732028237
1433497355.0, 91.060546875, -49.3748736167
1433497355.0, 91.0625, -49.3774913761
1433497355.0, 91.064453125, -49.3798381937
1433497355.0, 91.06640625, -49.3818010085
1433497355.0, 91.068359375, -49.3837816435
1433497355.0, 91.0703125, -49.3855123134
1433497355.0, 91.072265625, -49.3871473915
1433497355.0, 91.07421875, -49.3898150318
1433497355.0, 91.076171875, -49.3916990949
1433497355.0, 91.078125, -49.3933317321
1433497355.0, 91.080078125, -49.3956891419
1433497355.0, 91.08203125, -49.3979979937
1433497355.0, 91.083984375, -49.3995288904
1433497355.0, 91.0859375, -49.40111067
1433497355.0, 91.087890625, -49.4025110339
1433497355.0, 91.08984375, -49.404280146
1433497355.0, 91.091796875, -49.4060140828
1433497355.0, 91.09375, -49.4074468016
1433497355.0, 91.095703125, -49.4090113451
1433497355.0, 91.09765625, -49.4105701887
1433497355.0, 91.099609375, -49.4113080165
1433497355.0, 91.1015625, -49.4124146587
1433497355.0, 91.103515625, -49.4142081312
1433497355.0, 91.10546875, -49.4156722679
1433497355.0, 91.107421875, -49.4166302616
1433497355.0, 91.109375, -49.4170662117
1433497355.0, 91.111328125, -49.4170355281
1433497355.0, 91.11328125, -49.4173964509
1433497355.0, 91.115234375, -49.4172539805
1433497355.0, 91.1171875, -49.4170387729
1433497355.0, 91.119140625, -49.4167113376
1433497355.0, 91.12109375, -49.4158845014
1433497355.0, 91.123046875, -49.4148050594
1433497355.0, 91.125, -49.413005594
1433497355.0, 91.126953125, -49.4102463498
1433497355.0, 91.12890625, -49.4072384979
1433497355.0, 91.130859375, -49.4037787086
1433497355.0, 91.1328125, -49.3993784648
1433497355.0, 91.134765625, -49.3940537667
1433497355.0, 91.13671875, -49.3877656215
1433497355.0, 91.138671875, -49.3800274791
1433497355.0, 91.140625, -49.3704207544
1433497355.0, 91.142578125, -49.3586759437
1433497355.0, 91.14453125, -49.3440558987
1433497355.0, 91.146484375, -49.3195508583
1433497355.0, 91.1484375, -49.2885706122
1433497355.0, 91.150390625, -49.2538972636
1433497355.0, 91.15234375, -49.2167784828
1433497355.0, 91.154296875, -49.1770048367
1433497355.0, 91.15625, -49.1326382527
1433497355.0, 91.158203125, -49.0827683517
1433497355.0, 91.16015625, -49.0283012248
1433497355.0, 91.162109375, -48.9696058455
1433497355.0, 91.1640625, -48.9046616062
1433497355.0, 91.166015625, -48.8332671055
1433497355.0, 91.16796875, -48.7551288947
1433497355.0, 91.169921875, -48.6697801016
1433497355.0, 91.171875, -48.57646723
1433497355.0, 91.173828125, -48.4733224645
1433497355.0, 91.17578125, -48.3611690901
1433497355.0, 91.177734375, -48.2413338613
1433497355.0, 91.1796875, -48.1116612465
1433497355.0, 91.181640625, -47.9720909239
1433497355.0, 91.18359375, -47.8208167765
1433497355.0, 91.185546875, -47.6585345291
1433497355.0, 91.1875, -47.4861670933
1433497355.0, 91.189453125, -47.3020071464
1433497355.0, 91.19140625, -47.1041275772
1433497355.0, 91.193359375, -46.8908687458
1433497355.0, 91.1953125, -46.666868186
1433497355.0, 91.197265625, -46.4347980779
1433497355.0, 91.19921875, -46.1921537879
1433497355.0, 91.201171875, -45.9365682057
1433497355.0, 91.203125, -45.6694095822
1433497355.0, 91.205078125, -45.3900331103
1433497355.0, 91.20703125, -45.1001538562
1433497355.0, 91.208984375, -44.7982003152
1433497355.0, 91.2109375, -44.4837618567
1433497355.0, 91.212890625, -44.1576678523
1433497355.0, 91.21484375, -43.8212263124
1433497355.0, 91.216796875, -43.4765918999
1433497355.0, 91.21875, -43.1213685311
1433497355.0, 91.220703125, -42.7565150605
1433497355.0, 91.22265625, -42.3832216067
1433497355.0, 91.224609375, -42.0020513266
1433497355.0, 91.2265625, -41.6150113317
1433497355.0, 91.228515625, -41.2198805506
1433497355.0, 91.23046875, -40.8176464877
1433497355.0, 91.232421875, -40.4092408785
1433497355.0, 91.234375, -39.9963836038
1433497355.0, 91.236328125, -39.5804207151
1433497355.0, 91.23828125, -39.1616279955
1433497355.0, 91.240234375, -38.7422286104
1433497355.0, 91.2421875, -38.3220663913
1433497355.0, 91.244140625, -37.9028673878
1433497355.0, 91.24609375, -37.4843503038
1433497355.0, 91.248046875, -37.0678308439
1433497355.0, 91.25, -36.6560055697
1433497355.0, 91.251953125, -36.2493962039
1433497355.0, 91.25390625, -35.8490443481
1433497355.0, 91.255859375, -35.4544032707
1433497355.0, 91.2578125, -35.0671779437
1433497355.0, 91.259765625, -34.6905029438
1433497355.0, 91.26171875, -34.3236944891
1433497355.0, 91.263671875, -33.9680429255
1433497355.0, 91.265625, -33.6241117518
1433497355.0, 91.267578125, -33.2932806497
1433497355.0, 91.26953125, -32.9766169492
1433497355.0, 91.271484375, -32.6747904415
1433497355.0, 91.2734375, -32.3894760335
1433497355.0, 91.275390625, -32.1208414755
1433497355.0, 91.27734375, -31.8703795226
1433497355.0, 91.279296875, -31.6383512742
1433497355.0, 91.28125, -31.4253348544
1433497355.0, 91.283203125, -31.2318775591
1433497355.0, 91.28515625, -31.0597309474
1433497355.0, 91.287109375, -30.9089515006
1433497355.0, 91.2890625, -30.7787151348
1433497355.0, 91.291015625, -30.6703682923
1433497355.0, 91.29296875, -30.5851641639
1433497355.0, 91.294921875, -30.5225986747
1433497355.0, 91.296875, -30.4822915623
1433497355.0, 91.298828125, -30.4647319839
1433497355.0, 91.30078125, -30.4701906562
1433497355.0, 91.302734375, -30.4979692148
1433497355.0, 91.3046875, -30.548479659
1433497355.0, 91.306640625, -30.6216592725
1433497355.0, 91.30859375, -30.717888086
1433497355.0, 91.310546875, -30.8354361669
1433497355.0, 91.3125, -30.9744449754
1433497355.0, 91.314453125, -31.1341607848
1433497355.0, 91.31640625, -31.314565635
1433497355.0, 91.318359375, -31.5150308588
1433497355.0, 91.3203125, -31.7349193594
1433497355.0, 91.322265625, -31.9724735095
1433497355.0, 91.32421875, -32.228207277
1433497355.0, 91.326171875, -32.5011712509
1433497355.0, 91.328125, -32.7891797778
1433497355.0, 91.330078125, -33.0918546038
1433497355.0, 91.33203125, -33.4091384381
1433497355.0, 91.333984375, -33.739730453
1433497355.0, 91.3359375, -34.0827261213
1433497355.0, 91.337890625, -34.4362387583
1433497355.0, 91.33984375, -34.7984141662
1433497355.0, 91.341796875, -35.1690304543
1433497355.0, 91.34375, -35.5474844269
1433497355.0, 91.345703125, -35.9320136417
1433497355.0, 91.34765625, -36.3216398059
1433497355.0, 91.349609375, -36.7160754667
1433497355.0, 91.3515625, -37.1134121731
1433497355.0, 91.353515625, -37.5128523699
1433497355.0, 91.35546875, -37.9209682311
1433497355.0, 91.357421875, -38.3333792656
1433497355.0, 91.359375, -38.7450273228
1433497355.0, 91.361328125, -39.1544166827
1433497355.0, 91.36328125, -39.5600620139
1433497355.0, 91.365234375, -39.9623406136
1433497355.0, 91.3671875, -40.3615839422
1433497355.0, 91.369140625, -40.7557014151
1433497355.0, 91.37109375, -41.1418754813
1433497355.0, 91.373046875, -41.5215059348
1433497355.0, 91.375, -41.8940131544
1433497355.0, 91.376953125, -42.2592501902
1433497355.0, 91.37890625, -42.6158404081
1433497355.0, 91.380859375, -42.9636154043
1433497355.0, 91.3828125, -43.3037360754
1433497355.0, 91.384765625, -43.6352274226
1433497355.0, 91.38671875, -43.9556060668
1433497355.0, 91.388671875, -44.2656617489
1433497355.0, 91.390625, -44.5654762637
1433497355.0, 91.392578125, -44.8560464466
1433497355.0, 91.39453125, -45.136488771
1433497355.0, 91.396484375, -45.4016480622
1433497355.0, 91.3984375, -45.6538258519
1433497355.0, 91.400390625, -45.8986688764
1433497355.0, 91.40234375, -46.1352840951
1433497355.0, 91.404296875, -46.3584117068
1433497355.0, 91.40625, -46.5658246661
1433497355.0, 91.408203125, -46.7623297825
1433497355.0, 91.41015625, -46.9501088131
1433497355.0, 91.412109375, -47.1229480071
1433497355.0, 91.4140625, -47.283899907
1433497355.0, 91.416015625, -47.4333257989
1433497355.0, 91.41796875, -47.5735083134
1433497355.0, 91.419921875, -47.7045019779
1433497355.0, 91.421875, -47.8275948355
1433497355.0, 91.423828125, -47.9375082565
1433497355.0, 91.42578125, -48.0323882002
1433497355.0, 91.427734375, -48.1198830468
1433497355.0, 91.4296875, -48.2012331291
1433497355.0, 91.431640625, -48.2704471978
1433497355.0, 91.43359375, -48.3307375179
1433497355.0, 91.435546875, -48.3811963512
1433497355.0, 91.4375, -48.4240629795
1433497355.0, 91.439453125, -48.4593857591
1433497355.0, 91.44140625, -48.4820504154
1433497355.0, 91.443359375, -48.4911589344
1433497355.0, 91.4453125, -48.4938303997
1433497355.0, 91.447265625, -48.4927725635
1433497355.0, 91.44921875, -48.4901044289
1433497355.0, 91.451171875, -48.4822706702
1433497355.0, 91.453125, -48.4677723553
1433497355.0, 91.455078125, -48.4501300705
1433497355.0, 91.45703125, -48.4252965579
1433497355.0, 91.458984375, -48.3947004107
1433497355.0, 91.4609375, -48.3579818576
1433497355.0, 91.462890625, -48.3132767561
1433497355.0, 91.46484375, -48.2657142599
1433497355.0, 91.466796875, -48.2174357769
1433497355.0, 91.46875, -48.1645234966
1433497355.0, 91.470703125, -48.1086501318
1433497355.0, 91.47265625, -48.050345753
1433497355.0, 91.474609375, -47.990445244
1433497355.0, 91.4765625, -47.9286456044
1433497355.0, 91.478515625, -47.8649297424
1433497355.0, 91.48046875, -47.8001388905
1433497355.0, 91.482421875, -47.7341824652
1433497355.0, 91.484375, -47.6672493347
1433497355.0, 91.486328125, -47.5992870069
1433497355.0, 91.48828125, -47.5319672233
1433497355.0, 91.490234375, -47.4652435457
1433497355.0, 91.4921875, -47.3995662122
1433497355.0, 91.494140625, -47.3347172252
1433497355.0, 91.49609375, -47.270790051
1433497355.0, 91.498046875, -47.2093150299
1433497355.0, 91.5, -47.1489022745
1433497355.0, 91.501953125, -47.089841027
1433497355.0, 91.50390625, -47.0329172876
1433497355.0, 91.505859375, -46.9790774269
1433497355.0, 91.5078125, -46.9282843903
1433497355.0, 91.509765625, -46.880282026
1433497355.0, 91.51171875, -46.8357248516
1433497355.0, 91.513671875, -46.7945922017
1433497355.0, 91.515625, -46.7567231302
1433497355.0, 91.517578125, -46.72213307
1433497355.0, 91.51953125, -46.6912797489
1433497355.0, 91.521484375, -46.6642006398
1433497355.0, 91.5234375, -46.6419726209
1433497355.0, 91.525390625, -46.6238191265
1433497355.0, 91.52734375, -46.6099281657
1433497355.0, 91.529296875, -46.5997869253
1433497355.0, 91.53125, -46.5937804355
1433497355.0, 91.533203125, -46.5923446511
1433497355.0, 91.53515625, -46.5940182939
1433497355.0, 91.537109375, -46.59981769
1433497355.0, 91.5390625, -46.6102431403
1433497355.0, 91.541015625, -46.6245561622
1433497355.0, 91.54296875, -46.6425216331
1433497355.0, 91.544921875, -46.66500024
1433497355.0, 91.546875, -46.6912954477
1433497355.0, 91.548828125, -46.7213226058
1433497355.0, 91.55078125, -46.7555653468
1433497355.0, 91.552734375, -46.7930978552
1433497355.0, 91.5546875, -46.8338907889
1433497355.0, 91.556640625, -46.8782536945
1433497355.0, 91.55859375, -46.9250458775
1433497355.0, 91.560546875, -46.9750475611
1433497355.0, 91.5625, -47.0277201617
1433497355.0, 91.564453125, -47.083126947
1433497355.0, 91.56640625, -47.1406851873
1433497355.0, 91.568359375, -47.2006927914
1433497355.0, 91.5703125, -47.262884468
1433497355.0, 91.572265625, -47.3266933477
1433497355.0, 91.57421875, -47.3920284517
1433497355.0, 91.576171875, -47.4583218849
1433497355.0, 91.578125, -47.5249470379
1433497355.0, 91.580078125, -47.5935859655
1433497355.0, 91.58203125, -47.6626145816
1433497355.0, 91.583984375, -47.7310217347
1433497355.0, 91.5859375, -47.7996306281
1433497355.0, 91.587890625, -47.8681920568
1433497355.0, 91.58984375, -47.9359817615
1433497355.0, 91.591796875, -48.0030612623
1433497355.0, 91.59375, -48.0688411535
1433497355.0, 91.595703125, -48.1330988566
1433497355.0, 91.59765625, -48.1963773452
1433497355.0, 91.599609375, -48.2581882756
1433497355.0, 91.6015625, -48.3177051556
1433497355.0, 91.603515625, -48.3748534285
1433497355.0, 91.60546875, -48.4334222971
1433497355.0, 91.607421875, -48.4926597239
1433497355.0, 91.609375, -48.5474341879
1433497355.0, 91.611328125, -48.6007948174
1433497355.0, 91.61328125, -48.6533773485
1433497355.0, 91.615234375, -48.7038679489
1433497355.0, 91.6171875, -48.7498247888
1433497355.0, 91.619140625, -48.7915645965
1433497355.0, 91.62109375, -48.8334491749
1433497355.0, 91.623046875, -48.8737827213
1433497355.0, 91.625, -48.9107437323
1433497355.0, 91.626953125, -48.9441590656
1433497355.0, 91.62890625, -48.9752190378
1433497355.0, 91.630859375, -49.0013915771
1433497355.0, 91.6328125, -49.0273502001
1433497355.0, 91.634765625, -49.0544068715
1433497355.0, 91.63671875, -49.0764403973
1433497355.0, 91.638671875, -49.0927717348
1433497355.0, 91.640625, -49.1101412531
1433497355.0, 91.642578125, -49.1246279096
1433497355.0, 91.64453125, -49.1356903205
1433497355.0, 91.646484375, -49.1447234046
1433497355.0, 91.6484375, -49.1526854427
1433497355.0, 91.650390625, -49.1650851432
1433497355.0, 91.65234375, -49.1824614179
1433497355.0, 91.654296875, -49.1973765187
1433497355.0, 91.65625, -49.2070270687
1433497355.0, 91.658203125, -49.209850578
1433497355.0, 91.66015625, -49.21043294
1433497355.0, 91.662109375, -49.2098057016
1433497355.0, 91.6640625, -49.2061151134
1433497355.0, 91.666015625, -49.2036589037
1433497355.0, 91.66796875, -49.2001703335
1433497355.0, 91.669921875, -49.1981699579
1433497355.0, 91.671875, -49.1987173625
1433497355.0, 91.673828125, -49.1975620441
1433497355.0, 91.67578125, -49.193023105
1433497355.0, 91.677734375, -49.1888691275
1433497355.0, 91.6796875, -49.1849239469
1433497355.0, 91.681640625, -49.1806186301
1433497355.0, 91.68359375, -49.1761891722
1433497355.0, 91.685546875, -49.1719027016
1433497355.0, 91.6875, -49.1675709906
1433497355.0, 91.689453125, -49.1631342164
1433497355.0, 91.69140625, -49.1587484146
1433497355.0, 91.693359375, -49.1554343984
1433497355.0, 91.6953125, -49.1525430568
1433497355.0, 91.697265625, -49.1490126599
1433497355.0, 91.69921875, -49.146274998
1433497355.0, 91.701171875, -49.1431140895
1433497355.0, 91.703125, -49.1399364586
1433497355.0, 91.705078125, -49.136907148
1433497355.0, 91.70703125, -49.1334980755
1433497355.0, 91.708984375, -49.1307873885
1433497355.0, 91.7109375, -49.1286053605
1433497355.0, 91.712890625, -49.1264264322
1433497355.0, 91.71484375, -49.1241253743
1433497355.0, 91.716796875, -49.1218313132
1433497355.0, 91.71875, -49.1191505032
1433497355.0, 91.720703125, -49.1167354184
1433497355.0, 91.72265625, -49.1140873944
1433497355.0, 91.724609375, -49.1104492268
1433497355.0, 91.7265625, -49.1061072063
1433497355.0, 91.728515625, -49.1012459987
1433497355.0, 91.73046875, -49.0961022972
1433497355.0, 91.732421875, -49.089799502
1433497355.0, 91.734375, -49.0826026034
1433497355.0, 91.736328125, -49.0747318888
1433497355.0, 91.73828125, -49.0663915843
1433497355.0, 91.740234375, -49.0576670219
1433497355.0, 91.7421875, -49.0474990879
1433497355.0, 91.744140625, -49.0364499981
1433497355.0, 91.74609375, -49.0237603859
1433497355.0, 91.748046875, -49.0082368218
1433497355.0, 91.75, -48.9902178498
1433497355.0, 91.751953125, -48.9703557198
1433497355.0, 91.75390625, -48.9467383446
1433497355.0, 91.755859375, -48.9194235429
1433497355.0, 91.7578125, -48.8894887891
1433497355.0, 91.759765625, -48.8559212217
1433497355.0, 91.76171875, -48.8190051076
1433497355.0, 91.763671875, -48.7790885792
1433497355.0, 91.765625, -48.735314793
1433497355.0, 91.767578125, -48.6882911253
1433497355.0, 91.76953125, -48.6376571052
1433497355.0, 91.771484375, -48.5840793313
1433497355.0, 91.7734375, -48.5254827816
1433497355.0, 91.775390625, -48.4622698415
1433497355.0, 91.77734375, -48.3944635289
1433497355.0, 91.779296875, -48.3213611823
1433497355.0, 91.78125, -48.2436296217
1433497355.0, 91.783203125, -48.1613506097
1433497355.0, 91.78515625, -48.0734856546
1433497355.0, 91.787109375, -47.9804692345
1433497355.0, 91.7890625, -47.8811029596
1433497355.0, 91.791015625, -47.7775760293
1433497355.0, 91.79296875, -47.6683895386
1433497355.0, 91.794921875, -47.5524247307
1433497355.0, 91.796875, -47.4309688158
1433497355.0, 91.798828125, -47.3041739813
1433497355.0, 91.80078125, -47.1713883851
1433497355.0, 91.802734375, -47.0326098994
1433497355.0, 91.8046875, -46.8884972072
1433497355.0, 91.806640625, -46.7390749746
1433497355.0, 91.80859375, -46.5832947794
1433497355.0, 91.810546875, -46.4226027928
1433497355.0, 91.8125, -46.2577733677
1433497355.0, 91.814453125, -46.0874179222
1433497355.0, 91.81640625, -45.9119889537
1433497355.0, 91.818359375, -45.733124351
1433497355.0, 91.8203125, -45.5505900132
1433497355.0, 91.822265625, -45.3630617579
1433497355.0, 91.82421875, -45.1721933676
1433497355.0, 91.826171875, -44.9784866818
1433497355.0, 91.828125, -44.7801243426
1433497355.0, 91.830078125, -44.5796528776
1433497355.0, 91.83203125, -44.3759858585
1433497355.0, 91.833984375, -44.1714573986
1433497355.0, 91.8359375, -43.9647269275
1433497355.0, 91.837890625, -43.756116577
1433497355.0, 91.83984375, -43.5472104073
1433497355.0, 91.841796875, -43.336902378
1433497355.0, 91.84375, -43.1259823551
1433497355.0, 91.845703125, -42.9170291382
